mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio,has_artefact,has_non_csnp
0.0046528224,5.7660516e-09,0.04559808,0.0020791846,5.8432580000000007e-39,0.9973147,45,0.6,False,False
0.004769297,2.3000652e-09,0.05604739,0.00314131,0.0,0.9993589,96,0.7708333333333334,False,False
0.0053303977,1.2160308e-09,0.050235,0.0025235552,0.0,0.99940944,39,0.8717948717948718,False,False
0.0047341716,5.565738e-07,0.04012867,0.0016103102,0.0,0.99377334,16,0.25,True,False
0.0053585307,5.8668917e-08,0.046204653,0.0021348698,1.0000000000000001e-45,0.99595886,21,0.1428571428571428,True,False
0.0054264804,1.1599138e-08,0.05087498,0.0025882635,0.0,0.99730337,40,0.65,False,False
0.00559481,1.1740896e-09,0.056099318,0.0031471336,0.0,0.9997278,57,0.631578947368421,False,False
0.0056042164,1.1877437e-09,0.0536927,0.0028829058,0.0,0.9981611,44,0.7045454545454546,False,False
0.005202212,9.460799e-10,0.053077724,0.0028172447,0.0,0.9996048,55,0.6545454545454545,False,False
0.005174406,1.335604e-08,0.04705825,0.002214479,0.0,0.9950868,31,0.7741935483870968,False,False
0.0050166007,6.137369e-09,0.051447023,0.0026467962,0.0,0.9927092,55,0.6545454545454545,False,False
0.004175816,1.7047856e-08,0.044168387,0.0019508465,2.4939688e-38,0.99603814,50,0.56,False,False
0.00412213,3.139165e-10,0.041514017,0.0017234137,1.0000000000000001e-45,0.9992554,46,0.8043478260869565,False,False
0.004069537,5.9578023e-09,0.043429617,0.0018861316,0.0,0.9959655,57,0.631578947368421,False,False
0.003982166,1.30230156e-08,0.040832765,0.0016673148,0.0,0.9956028,37,0.5405405405405406,False,False
0.0040862975,2.3639686e-08,0.039448947,0.0015562194,0.0,0.9984153,23,0.3043478260869565,False,False
0.005082681,2.9167628e-08,0.045358326,0.0020573777,0.0,0.9987781,30,0.5666666666666667,False,False
0.00521405,1.8025599e-09,0.054964844,0.003021134,0.0,0.9991315,61,0.8032786885245902,False,False
0.0056425724,1.5704025e-08,0.04892325,0.0023934846,3.15e-43,0.99766284,28,0.6785714285714286,False,False
0.005731145,2.1453843e-08,0.053051587,0.0028144708,0.0,0.9950295,40,0.75,False,False
0.0052285376,4.48131e-09,0.052731957,0.0027806591,0.0,0.998004,48,0.7291666666666666,False,False
0.0049598995,1.7577712e-08,0.051633436,0.002666012,0.0,0.99913627,51,0.4117647058823529,False,False
0.005298315,1.9141334e-08,0.050147653,0.002514787,0.0,0.9992869,40,0.55,False,False
0.0057496144,1.0490447e-08,0.04892455,0.0023936115,4.6e-44,0.99897003,31,0.4516129032258064,False,False
0.00531732,1.595923e-07,0.04526966,0.0020493423,1.7079000000000002e-41,0.9955965,21,0.1904761904761904,True,False
0.005061733,2.6172773e-07,0.04389376,0.0019266619,0.0,0.99375635,18,0.2777777777777778,True,False
0.0054937094,3.315942e-08,0.04989313,0.0024893244,5.4885e-41,0.99842954,42,0.6190476190476191,False,False
0.0054367655,7.933677e-09,0.056355268,0.0031759162,1.094e-42,0.996749,64,0.671875,False,False
0.0051416815,7.4592965e-10,0.05181637,0.0026849364,1.4594370000000002e-39,0.9967661,56,0.8214285714285714,False,False
0.0048410725,7.2861267e-10,0.047997832,0.002303792,4.038199999999999e-40,0.99701,53,0.660377358490566,False,False
0.00453887,2.6583144e-10,0.055267975,0.0030545492,0.0,0.99880534,106,0.7358490566037735,False,False
0.0044384,7.305829e-09,0.043333676,0.0018778073,0.0,0.99761534,46,0.782608695652174,False,False
0.004515938,3.2368985e-10,0.045391895,0.002060424,0.0,0.99926305,51,0.7058823529411765,False,False
0.0048180656,1.867078e-09,0.046590485,0.0021706733,5.1624267e-38,0.9977881,44,0.5909090909090909,False,False
0.0052371216,2.781312e-09,0.046499252,0.0021621806,9.71214e-37,0.9965171,33,0.7878787878787878,False,False
0.0051821806,1.2427645e-08,0.0502762,0.0025276963,0.0,0.9990763,38,0.8157894736842105,False,False
0.005198163,2.8362912e-09,0.054149285,0.002932145,1.2800000000000002e-43,0.9954628,62,0.5967741935483871,False,False
0.0044814902,7.616345e-09,0.0406065,0.0016488878,9.170556e-33,0.9968731,23,0.7391304347826086,False,False
